,id_ap,ap_isu_id,title_ap,year,qualification,id_direction,title_direction,number_direction,structural_unit,su_short_name,on_check,laboriousness,loading_datetime
0,6996,13374,Наука и технологии в обществе,2020,master,15798,Инноватика,27.04.05,,,in_work,135,2023-10-21 08:55:20.849769
0,6997,13305,Процессы и аппараты пищевых производств,2020,master,15769,Технологические машины и оборудование,15.04.02,,,in_work,138,2023-10-21 08:55:23.902837
0,6998,13310,Аналитика данных,2020,master,15736,Математическое обеспечение и администрирование информационных систем,02.04.03,,,in_work,141,2023-10-21 08:55:27.031720
0,6999,13373,Инновационный маркетинг,2020,master,15798,Инноватика,27.04.05,,,in_work,162,2023-10-21 08:55:30.283949
0,7000,13375,Управление интеллектуальной собственностью,2020,master,15800,Управление интеллектуальной собственностью,27.04.08,,,in_work,135,2023-10-21 08:55:33.407420
0,7001,13380,Цифровая трансформация организаций,2020,master,15798,Инноватика,27.04.05,,,in_work,166,2023-10-21 08:55:36.738147
0,7002,13340,Продукты питания на белковой основе,2020,master,15785,Продукты питания животного происхождения,19.04.03,,,in_work,150,2023-10-21 08:55:39.915818
0,7003,13325,Информационные технологии в теплофизике,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,135,2023-10-21 08:55:43.117125
0,7004,13315,Веб-технологии,2020,master,15745,Программная инженерия,09.04.04,,,in_work,138,2023-10-21 08:55:46.061923
0,7005,13341,Нанофотоника и метаматериалы,2020,master,15774,Техническая физика,16.04.01,,,in_work,135,2023-10-21 08:55:49.260331
0,7006,13345,Твердотельные системы охлаждения,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,156,2023-10-21 08:55:52.415812
0,7008,14564,"Мультимедиа-технологии, дизайн и юзабилити",2021,master,15745,Программная инженерия,09.04.04,,,in_work,199,2023-10-21 08:55:54.585435
0,7009,13280,Компьютерные технологии в дизайне,2020,bachelor,15741,Программная инженерия,09.03.04,,,in_work,595,2023-10-21 08:56:01.072848
0,7010,13277,Иностранные языки и информационные технологии / Humanities and IT,2020,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,452,2023-10-21 08:56:06.644305
0,7011,14558,Инновационный маркетинг,2021,master,15798,Инноватика,27.04.05,,,in_work,242,2023-10-21 08:56:09.618371
0,7012,14591,"Технонаука, инновации, экономика",2021,master,15803,Экономика,38.04.01,,,in_work,188,2023-10-21 08:56:11.203900
0,7013,14589,Корпоративные финансы и венчурные инвестиции,2021,master,15798,Инноватика,27.04.05,,,in_work,147,2023-10-21 08:56:12.761838
0,7014,14583,Управление качеством,2021,master,15795,Управление качеством,27.04.02,,,in_work,223,2023-10-21 08:56:14.470737
0,7015,13351,Промышленная экология и чистое производство,2020,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,211,2023-10-21 08:56:18.284676
0,7016,13272,Компьютерные технологии в дизайне,2020,bachelor,15805,Профессиональное обучение,44.03.04,,,in_work,606,2023-10-21 08:56:24.556759
0,7017,13327,Системы и технологии цифрового производства,2020,master,15790,Ракетные комплексы и космонавтика,24.04.01,,,in_work,204,2023-10-21 08:56:28.170524
0,7018,13275,Интеллектуальные системы в гуманитарной сфере,2020,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,462,2023-10-21 08:56:33.760494
0,7019,14534,Робототехника и искусственный интеллект,2021,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,613,2023-10-21 08:56:40.684867
0,7020,15317,Материалы фотоники,2020,master,15774,Техническая физика,16.04.01,,,in_work,210,2023-10-21 08:56:44.288767
0,7021,13857,Компьютерные системы и технологии,2020,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,120,2023-10-21 08:56:47.321653
0,7022,13859,Цифровые системы управления,2020,master,15797,Управление в технических системах,27.04.04,,,in_work,62,2023-10-21 08:56:50.201898
0,7023,13860,Компьютерные системы и технологии,2020,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,377,2023-10-21 08:56:53.275869
0,7024,14518,Управление технологическими инновациями,2021,bachelor,15793,Инноватика,27.03.05,,,in_work,552,2023-10-21 08:56:59.761461
0,7025,13298,Технологии защиты информации,2020,bachelor,15814,Информационная безопасность,10.03.01,,,in_work,612,2023-10-21 08:57:06.783205
0,7026,14562,Технологии интернета вещей,2021,master,15745,Программная инженерия,09.04.04,,,in_work,153,2023-10-21 08:57:08.234504
0,7027,14670,Агробиотехнология,2021,master,15783,Биотехнология,19.04.01,,,in_work,146,2023-10-21 08:57:09.554648
0,7028,14680,Процессы и аппараты пищевых производств,2021,master,15769,Технологические машины и оборудование,15.04.02,,,in_work,138,2023-10-21 08:57:10.773760
0,7031,14517,Бизнес-информатика,2021,bachelor,15802,Бизнес-информатика,38.03.05,,,in_work,561,2023-10-21 08:57:17.483620
0,7032,13861,Цифровые системы управления,2020,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,378,2023-10-21 08:57:20.650080
0,7036,14672,ФудТех / Foodtech,2021,master,15784,Продукты питания из растительного сырья,19.04.02,,,in_work,237,2023-10-21 08:57:22.592528
0,7037,14673,ФудТех / Foodtech,2021,master,15785,Продукты питания животного происхождения,19.04.03,,,in_work,230,2023-10-21 08:57:24.392799
0,7038,13356,Системы управления движением и навигация,2020,master,15796,Системный анализ и управление,27.04.03,,,in_work,156,2023-10-21 08:57:27.570385
0,7039,13367,Цифровые системы управления,2020,master,15797,Управление в технических системах,27.04.04,,,in_work,240,2023-10-21 08:57:31.391045
0,7040,14297,Иностранные языки и информационные технологии,2020,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,448,2023-10-21 08:57:35.376276
0,7041,15297,ФудТех / Foodtech,2021,master,15769,Технологические машины и оборудование,15.04.02,,,in_work,228,2023-10-21 08:57:37.098363
0,7042,14898,Световодная фотоника и программируемая электроника / Light Guide Photonics and Programmable Electronics,2021,master,15761,Лазерная техника и лазерные технологии,12.04.05,,,in_work,202,2023-10-21 08:57:38.962368
0,7043,14571,Компьютерные системы и технологии,2021,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,220,2023-10-21 08:57:40.789458
0,7044,14679,Аналитика данных,2021,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,147,2023-10-21 08:57:42.259205
0,7045,14601,Аналитика данных,2021,master,15736,Математическое обеспечение и администрирование информационных систем,02.04.03,,,in_work,144,2023-10-21 08:57:43.698265
0,7046,14641,Программирование и искусственный интеллект,2021,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,165,2023-10-21 08:57:45.206886
0,7047,14592,Умный город и урбанистика,2021,master,15810,Градостроительство,07.04.04,,,in_work,305,2023-10-21 08:57:47.330337
0,7048,14595,Умный город и урбанистика,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,312,2023-10-21 08:57:49.794599
0,7049,14594,Умный город и урбанистика,2021,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,,,in_work,324,2023-10-21 08:57:52.450844
0,7050,14602,Программное обеспечение интеллектуальных систем и технологий,2021,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,138,2023-10-21 08:57:53.636842
0,7051,14660,Системы управления движением и навигация / Motion control and navigation,2021,master,15791,Системы управления движением и навигация,24.04.02,,,in_work,167,2023-10-21 08:57:55.410153
0,7052,14559,Информационная безопасность / Information security,2021,master,15747,Информационная безопасность,10.04.01,,,in_work,344,2023-10-21 08:57:58.386508
0,7053,14644,"Анализ культурных данных и визуализация/ Data, Culture and Visualization",2021,master,15807,Интеллектуальные системы в гуманитарной среде,45.04.04,,,in_work,167,2023-10-21 08:57:59.915421
0,7054,14569,Веб-технологии,2021,master,15745,Программная инженерия,09.04.04,,,in_work,157,2023-10-21 08:58:01.169594
0,7055,14566,Программное обеспечение радиоэлектронных систем,2021,master,15745,Программная инженерия,09.04.04,,,in_work,135,2023-10-21 08:58:02.368869
0,7056,14570,Перспективные системы передачи данных / Advanced Data Transfer Systems,2021,master,15774,Техническая физика,16.04.01,,,in_work,213,2023-10-21 08:58:04.056510
0,7057,14574,Квантовые коммуникации и фемтотехнологии / Quantum communications and femtotechnologies,2021,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,226,2023-10-21 08:58:06.153918
0,7058,14568,Системное и прикладное программное обеспечение,2021,master,15745,Программная инженерия,09.04.04,,,in_work,223,2023-10-21 08:58:07.640663
0,7059,14681,Стратегии и технологии цифровой трансформации,2021,master,15809,Информационные системы и технологии,09.04.02,,,in_work,233,2023-10-21 08:58:09.641424
0,7060,14546,Компьютерные технологии в дизайне,2021,bachelor,15741,Программная инженерия,09.03.04,,,in_work,626,2023-10-21 08:58:16.898923
0,7061,14563,Техническая физика / Physics and engineering,2021,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,207,2023-10-21 08:58:18.971760
0,7062,14552,Нейротехнологии и программирование,2021,bachelor,15741,Программная инженерия,09.03.04,,,in_work,549,2023-10-21 08:58:26.179521
0,7063,14553,Системное и прикладное программное обеспечение,2021,bachelor,15741,Программная инженерия,09.03.04,,,in_work,570,2023-10-21 08:58:33.104632
0,7064,14532,Биоинженерия,2021,bachelor,15755,Биотехнические системы и технологии,12.03.04,,,in_work,623,2023-10-21 08:58:40.024844
0,7067,14596,Большие данные и машинное обучение / Big data and machine learning,2021,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,211,2023-10-21 08:58:41.882540
0,7068,14638,Химия прикладных материалов / Chemistry of Applied Materials,2021,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,184,2023-10-21 08:58:43.447131
0,7069,14580,Речевые информационные системы,2021,master,15809,Информационные системы и технологии,09.04.02,,,in_work,178,2023-10-21 08:58:45.180912
0,7070,14605,Биоэкономика и управление ресурсами,2021,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,206,2023-10-21 08:58:47.401103
0,7073,14548,Информатика и программирование,2021,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,474,2023-10-21 08:58:54.460423
0,7074,14549,Компьютерные системы и технологии,2021,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,528,2023-10-21 08:59:01.081079
0,7075,14527,Фотоника и оптоинформатика,2021,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,696,2023-10-21 08:59:10.219739
0,7076,14678,Прикладная геномика / Applied genomics,2021,master,15783,Биотехнология,19.04.01,,,in_work,153,2023-10-21 08:59:11.401310
0,7079,14573,Физика и технология наноструктур / Physics and technology of nanostructures,2021,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,150,2023-10-21 08:59:12.777250
0,7080,14565,Нейротехнологии и программная инженерия,2021,master,15745,Программная инженерия,09.04.04,,,in_work,170,2023-10-21 08:59:14.766428
0,7081,14584,Биоинженерия и биотехнические системы / Bioengineering and biotechnical systems,2021,master,15760,Биотехнические системы и технологии,12.04.04,,,in_work,264,2023-10-21 08:59:17.259561
0,7082,14577,Цифровые системы управления / Digital control systems,2021,master,15797,Управление в технических системах,27.04.04,,,in_work,198,2023-10-21 08:59:19.078588
0,7083,14550,Программирование и интернет-технологии,2021,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,558,2023-10-21 08:59:24.722359
0,7084,14547,Компьютерные технологии в дизайне,2021,bachelor,15805,Профессиональное обучение,44.03.04,,,in_work,589,2023-10-21 08:59:31.419640
0,7085,14897,Стратегии и технологии цифровой трансформации,2021,master,15758,Оптотехника,12.04.02,,,in_work,232,2023-10-21 08:59:33.191145
0,7086,14528,Мобильные и сетевые технологии,2021,bachelor,15740,Прикладная информатика,09.03.03,,,in_work,499,2023-10-21 08:59:39.015242
0,7087,14593,Световой дизайн / Lighting design,2021,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,,,in_work,184,2023-10-21 08:59:40.619683
0,7088,14560,Функциональная безопасность беспилотных транспортных средств,2021,master,15751,Конструирование и технология электронных средств,11.04.03,,,in_work,189,2023-10-21 08:59:42.395364
0,7090,14535,Биоинженерия,2021,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,587,2023-10-21 08:59:49.134941
0,7091,14582,Квантовые технологии в индустрии,2021,master,15774,Техническая физика,16.04.01,,,in_work,138,2023-10-21 08:59:50.504704
0,7092,14561,Функциональная безопасность беспилотных транспортных средств,2021,master,15788,Эксплуатация транспортно-технологических машин и комплексов,23.04.03,,,in_work,189,2023-10-21 08:59:51.978846
0,7093,14587,Стратегии и технологии цифровой трансформации,2021,master,15798,Инноватика,27.04.05,,,in_work,253,2023-10-21 08:59:54.537001
0,7094,14588,Стратегии и технологии цифровой трансформации,2021,master,15804,Бизнес-информатика,38.04.05,,,in_work,254,2023-10-21 08:59:56.813153
0,7095,15237,Световодная фотоника и программируемая электроника / Light Guide Photonics and Programmable Electronics,2021,master,15774,Техническая физика,16.04.01,,,in_work,206,2023-10-21 08:59:58.892725
0,7097,14657,Индустриальные киберфизические системы,2021,master,15757,Приборостроение,12.04.01,,,in_work,227,2023-10-21 09:00:00.799705
0,7098,14642,Научная коммуникация,2021,master,15798,Инноватика,27.04.05,,,in_work,203,2023-10-21 09:00:02.922528
0,7099,14533,Интеллектуальные системы в гуманитарной сфере,2021,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,541,2023-10-21 09:00:09.006246
0,7100,14567,Техническая физика / Physics and engineering,2021,master,15774,Техническая физика,16.04.01,,,in_work,211,2023-10-21 09:00:11.054805
0,7101,14658,Индустриальные киберфизические системы,2021,master,15770,Автоматизация технологических процессов и производств,15.04.04,,,in_work,230,2023-10-21 09:00:12.917199
0,7102,14659,Индустриальные киберфизические системы,2021,master,15790,Ракетные комплексы и космонавтика,24.04.01,,,in_work,216,2023-10-21 09:00:14.671406
0,7105,14640,Искусство и наука / Art & Science,2021,master,15798,Инноватика,27.04.05,,,in_work,171,2023-10-21 09:00:16.344012
0,7106,15517,Цифровые системы управления / Digital control systems,2021,master,15797,Управление в технических системах,27.04.04,,,in_work,120,2023-10-21 09:00:17.931267
0,7107,14572,Компьютерные системы и технологии,2021,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,120,2023-10-21 09:00:18.890649
0,7108,14551,Компьютерные системы и технологии,2021,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,371,2023-10-21 09:00:21.627062
0,7109,14529,Цифровые системы управления,2021,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,372,2023-10-21 09:00:24.471994
0,7110,15837,Большие данные и машинное обучение / Big data and machine learning,2022,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,368,2023-10-21 09:00:28.621993
0,7111,15838,Программирование и искусственный интеллект,2022,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,407,2023-10-21 09:00:33.855104
0,7112,15839,Биоинформатика и системная биология / Bioinformatics and systems biology,2022,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,338,2023-10-21 09:00:37.813803
0,7113,15840,Разработка программного обеспечения / Software Engineering,2022,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,411,2023-10-21 09:00:42.323697
0,7114,16077,Глубокое обучение и генеративный искусственный интеллект,2022,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,362,2023-10-21 09:00:47.804157
0,7115,15841,Математическое и компьютерное моделирование,2022,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,410,2023-10-21 09:00:53.595688
0,7116,15842,Математическое и компьютерное моделирование,2022,master,15796,Системный анализ и управление,27.04.03,,,in_work,407,2023-10-21 09:00:59.463987
0,7117,15882,Аналитика данных,2022,master,15736,Математическое обеспечение и администрирование информационных систем,02.04.03,,,in_work,458,2023-10-21 09:01:05.669972
0,7118,16079,Прикладная геномика / Applied genomics,2022,master,15783,Биотехнология,19.04.01,,,in_work,524,2023-10-21 09:01:13.131858
