,id_ap,ap_isu_id,title_ap,year,qualification,id_direction,title_direction,number_direction,structural_unit,on_check,laboriousness,loading_datetime
545,7316,18362,Биотехнология,2023,bachelor,15780,Биотехнология,19.03.01,факультет биотехнологий,verified,236,2023-10-05 17:13:36.867147
546,7318,18365,Бизнес-информатика,2023,bachelor,15802,Бизнес-информатика,38.03.05,факультет технологического менеджмента и инноваций,verified,240,2023-10-05 17:13:44.749497
547,7322,18363,Интеллектуальные системы в гуманитарной сфере,2023,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,факультет инфокоммуникационных технологий,verified,240,2023-10-05 17:13:51.227027
548,7390,18405,ФудТех / Foodtech,2023,master,15783,Биотехнология,19.04.01,факультет биотехнологий,verified,156,2023-10-05 17:13:56.541324
549,7371,18438,Системный анализ и управление,2023,master,15771,Мехатроника и робототехника,15.04.06,факультет систем управления и робототехники,verified,120,2023-10-05 17:14:03.914406
550,7367,18450,Электроинженерия,2023,master,15765,Электроэнергетика и электротехника,13.04.02,факультет систем управления и робототехники,verified,120,2023-10-05 17:14:11.317840
551,7304,18350,Физика наноструктур,2023,bachelor,15754,Фотоника и оптоинформатика,12.03.03,факультет фотоники,verified,240,2023-10-05 17:14:20.798956
552,7494,22797,Инфокоммуникационные оптические технологии,2023,master,15774,Техническая физика,16.04.01,"институт  ""Высшая инженерно-техническая школа""",verified,120,2023-10-05 17:14:28.865505
553,7303,18349,Фотоника и оптоинформатика,2023,bachelor,15754,Фотоника и оптоинформатика,12.03.03,факультет фотоники,verified,240,2023-10-05 17:14:37.117299
554,7373,18437,Робототехника и искусственный интеллект / Robotics and artificial intelligence,2023,master,15771,Мехатроника и робототехника,15.04.06,факультет систем управления и робототехники,verified,120,2023-10-05 17:14:45.944727
555,7410,18384,Технологии и стратегии бизнес-трансформации,2023,master,15804,Бизнес-информатика,38.04.05,факультет технологического менеджмента и инноваций,verified,120,2023-10-05 17:14:52.068990
556,7491,25137,Программное обеспечение высоконагруженных систем,2023,master,15735,Прикладная математика и информатика,01.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:14:56.975498
557,7311,18357,Робототехника и искусственный интеллект,2023,bachelor,15768,Мехатроника и робототехника,15.03.06,факультет систем управления и робототехники,verified,240,2023-10-05 17:15:07.364628
558,7291,18339,Компьютерные технологии: Программирование и искусственный интеллект,2023,bachelor,15734,Прикладная математика и информатика,01.03.02,факультет информационных технологий и программирования,verified,237,2023-10-05 17:15:15.458299
559,7308,18354,Робототехника и искусственный интеллект,2023,bachelor,15752,Приборостроение,12.03.01,факультет систем управления и робототехники,verified,240,2023-10-05 17:15:25.877634
560,7345,18425,Веб-технологии,2023,master,15745,Программная инженерия,09.04.04,факультет программной инженерии и компьютерной техники,verified,120,2023-10-05 17:15:33.782376
561,7314,18360,Беспроводные технологии,2023,bachelor,15772,Техническая физика,16.03.01,физический факультет,verified,240,2023-10-05 17:15:41.062094
562,7376,18434,"Современные квантовые и 
нанофотонные системы / Advanced Quantum and 
Nanophotonic Systems",2023,master,15774,Техническая физика,16.04.01,физико-технический мегафакультет,verified,120,2023-10-05 17:15:47.600763
563,7306,18352,Биоинженерия,2023,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,центр химической инженерии,verified,228,2023-10-05 17:15:55.259164
564,7292,18337,Теоретическая и экспериментальная физика,2023,bachelor,15816,Физика,03.03.02,физический факультет,verified,240,2023-10-05 17:16:02.869918
565,7320,18368,Компьютерные технологии в дизайне,2023,bachelor,15817,Профессиональное обучение (по отраслям),44.03.04,факультет программной инженерии и компьютерной техники,verified,240,2023-10-05 17:16:07.697163
566,7383,18422,Инфохимия / Infochemistry,2023,master,15778,Химическая технология,18.04.01,научно-образовательный центр инфохимии,verified,120,2023-10-05 17:16:11.300393
567,7298,18344,Нейротехнологии и программирование,2023,bachelor,15741,Программная инженерия,09.03.04,факультет программной инженерии и компьютерной техники,verified,240,2023-10-05 17:16:21.079043
568,7321,18366,Иностранные языки и информационные технологии,2023,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,институт международного развития и партнерства,verified,241,2023-10-05 17:16:25.897461
569,7295,18341,Компьютерные системы и технологии,2023,bachelor,15738,Информатика и вычислительная техника,09.03.01,факультет программной инженерии и компьютерной техники,verified,240,2023-10-05 17:16:34.792239
570,7315,18361,Инфохимия,2023,bachelor,15776,Химическая технология,18.03.01,научно-образовательный центр инфохимии,verified,237,2023-10-05 17:16:40.729745
571,7342,18419,Технологии разработки компьютерных игр,2023,master,15744,Прикладная информатика,09.04.03,факультет цифровых трансформаций,verified,120,2023-10-05 17:16:46.838102
572,7296,18342,Разработка программного обеспечения,2023,bachelor,15739,Информационные системы и технологии,09.03.02,факультет информационных технологий и программирования,verified,240,2023-10-05 17:16:53.968521
573,7493,22798,Технологии разработки компьютерных игр,2023,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,школа разработки видеоигр,verified,240,2023-10-05 17:17:01.339890
574,7387,18412,Биоэкономика и управление ресурсами,2023,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,центр химической инженерии,verified,105,2023-10-05 17:17:08.046805
575,7492,22799,Управление высокотехнологичным бизнесом,2023,master,15798,Инноватика,27.04.05,факультет технологического менеджмента и инноваций,verified,120,2023-10-05 17:17:15.022885
576,7319,18367,Компьютерные технологии в дизайне,2023,bachelor,15741,Программная инженерия,09.03.04,факультет программной инженерии и компьютерной техники,verified,240,2023-10-05 17:17:19.974293
577,7408,18385,Стратегическое управление интеллектуальной собственностью,2023,master,15800,Управление интеллектуальной собственностью,27.04.08,факультет технологического менеджмента и инноваций,verified,120,2023-10-05 17:17:26.757571
578,7406,18389,Цифровые методы в гуманитарных исследованиях,2023,master,15807,Интеллектуальные системы в гуманитарной среде,45.04.04,институт международного развития и партнерства,verified,120,2023-10-05 17:17:34.282286
579,7384,18420,Химический Софт / Chemistry Soft,2023,master,15778,Химическая технология,18.04.01,научно-образовательный центр инфохимии,verified,120,2023-10-05 17:17:37.996812
580,7395,18525,Прикладная геномика,2023,master,15783,Биотехнология,19.04.01,химико-биологический кластер,verified,120,2023-10-05 17:17:45.313425
581,7399,18522,Цифровые системы управления / Digital control systems,2023,master,15797,Управление в технических системах,27.04.04,факультет систем управления и робототехники,verified,120,2023-10-05 17:17:52.314073
582,7368,18446,Экологическая инженерия и экодизайн,2023,master,15769,Технологические машины и оборудование,15.04.02,факультет экотехнологий,verified,120,2023-10-05 17:17:58.616443
583,7397,18401,Системы управления движением и навигация,2023,master,15791,Системы управления движением и навигация,24.04.02,факультет систем управления и робототехники,verified,120,2023-10-05 17:18:06.325212
584,7393,18403,Индустриальная биотехнология,2023,master,15783,Биотехнология,19.04.01,факультет биотехнологий,verified,120,2023-10-05 17:18:11.429946
585,7312,18358,Робототехника и искусственный интеллект,2023,bachelor,15789,Системы управления движением и навигация,24.03.02,факультет систем управления и робототехники,verified,240,2023-10-05 17:18:21.690795
586,7317,18364,Технологии и инновации,2023,bachelor,15793,Инноватика,27.03.05,факультет технологического менеджмента и инноваций,verified,240,2023-10-05 17:18:30.257266
587,7497,27937,Искусственный интеллект и ИТ-стартапы,2023,master,15742,Информатика и вычислительная техника,09.04.01,,in_work,0,2023-10-05 17:18:31.017436
588,7498,28078,Инструменты разработки и анализа программ,2023,master,15745,Программная инженерия,09.04.04,институт прикладных компьютерных наук,verified,120,2023-10-05 17:18:35.614396
589,7499,28077,Распределенные веб-сервисы / Web scale systems,2023,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,институт прикладных компьютерных наук,verified,120,2023-10-05 17:18:39.830475
590,7500,28097,Прикладная разработка информационных систем,2023,bachelor,15740,Прикладная информатика,09.03.03,факультет инфокоммуникационных технологий,verified,180,2023-10-05 17:18:44.132100
591,7501,28257,Разработчик программного обеспечения,2023,master,15770,Автоматизация технологических процессов и производств,15.04.04,передовая инженерная школа,verified,120,2023-10-05 17:18:49.748717
592,7502,28389,Проектирование и разработка систем искусственного интеллекта,2023,master,15809,Информационные системы и технологии,09.04.02,,on_check,120,2023-10-05 17:18:55.638262
593,7310,18356,Робототехника и искусственный интеллект,2023,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,факультет систем управления и робототехники,verified,240,2023-10-05 17:19:05.829794
594,7309,18355,Робототехника и искусственный интеллект,2023,bachelor,15764,Электроэнергетика и электротехника,13.03.02,факультет систем управления и робототехники,verified,240,2023-10-05 17:19:15.933262
595,7294,18340,Экотехнологии и устойчивое развитие,2023,bachelor,15811,Экология и природопользование,05.03.06,факультет экотехнологий,verified,237,2023-10-05 17:19:24.550816
